target_hash,rank_bin_upper,dc_datacenter,dc_domain,dc_provider,tag
dd3e85fc9e979d305bba15817a803d34e11df7156adb9ecfd66cf017502493ec,7000,Amazon AWS,NOT_DC,amazon aws,['Society and Culture']
c82f86e74c72b74a3c8df22ccaf0d1b40c74f5d4b6c45055161a160a3d64e449,44000,Contegix,contegix.com,contegix,['Software/Technology']
de2cca84489c962cbd90ede7f9d9daa4d93f8354070882cfe6037b5a0428fd49,68000,cloudflare,NOT_DC,cloudflare,['Business Services']
1332c3835e9a2af16f3c0657f46fd368e42e33582766e3599a755645f9a39414,48000,cloudflare,NOT_DC,cloudflare,['Business Services']
565f96c01cdf07c6bb4ed4975c14d656822ffa7e3102a49cb4e529d32457ff40,64000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
c61712ce00f685a52201a488ac92ccb4b498bf6afb3f947edf3500c6b7060742,25000,cloudflare,NOT_DC,cloudflare,"['News/Media', 'Educational Institutions']"
3c3f99f4c5913209c1d571bfb50d64ae4201caf2ff55d857667e2d703f3be8d6,54000,cloudflare,NOT_DC,cloudflare,['Pornography']
a6429c7b411497b0ff72fad2d938be58e9e40174602dd18ac45fcba708069aa8,95000,linode.akamai.com,NOT_DC,akamai linode,['Games']
26191fbe001f53c1d511e52639708f6846eb4f0d05cf145f58a4cbda5977ae06,28000,NOT_DC,NOT_DC,NOT_DC,['Sports']
9c446a9a57ba894b773e82356d29d146f6fe3dd7f9909d732a5ac691a965718f,14000,NOT_DC,NOT_DC,NOT_DC,['Financial Institutions']
f992ffcd8c9c021bd93b1a9a6c44d5cb159958a87e6eff14be13a47c274250c0,6000,"Server Hosting Service (NTTPCCommunications,Inc.)",NOT_DC,server service,['Jobs/Employment']
516167d611da25454bdb0eab4e8f8f938dcb90d79700ba33c9b0e3c52e8120c4,66000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,"['Pornography', 'Forums/Message boards']"
bb6d56210995687493cbd8330d65b5b3004bbfcbcf2a3e6835323ea0d5c64079,53000,cloudflare,NOT_DC,cloudflare,['Unknown()']
56452547904ad086b1e3da4f61ae23dbd00bef3b0b02da5f30a3b323a8e86006,94000,NOT_DC,NOT_DC,NOT_DC,['Health and Medicine']
c7d8e8eed219d0b96192e81eb726af51b67d81000cbdbfb24a06f8a7218b388e,76000,LeaseWeb Netherlands B.V.,www.leaseweb.com,netherlands leaseweb,['Pornography']
fe2d6b7f1105e3154071a18320dc4dcef81cabba7ad21a0343be919433cd3d57,8000,cloudflare,NOT_DC,cloudflare,['Ecommerce/Shopping']
1a42c74565d1991ced9d5a6cdba72fa83aebf1735b71e34e3fcaff3a5e542544,24000,alibaba,NOT_DC,alibaba,['Science and Technology']
f6da725f0ddf26b11744f1b681d1d747d7007634f2c203ae60f68a9c205cff99,28000,cloudflare,NOT_DC,cloudflare,['Ecommerce/Shopping']
76e0ac6c20775f9dccbe20b880cc51f0d92df616b77a90dc488d4a35ea3e124b,58000,cloudflare,NOT_DC,cloudflare,['Business Services']
d2fccf0057904de38387af593eeca546003d9dbb5ecb6e2a9b9901d264f45b87,3000,Amazon AWS,NOT_DC,amazon aws,['Ecommerce/Shopping']
f4ff7f6714a88d35df9994e2fe80829f714e594796e6526468f816316eae3704,33000,"C7 Data Centers, Inc.",www.databank.com,c7 data,['Business Services']
06e74a6e9fb568c5c83a496f4e23c96b56ed4b7dc47d474f912aafdda6a6300b,2000,Amazon AWS,NOT_DC,amazon aws,"['Podcasts', 'Educational Institutions', 'Non-Profits', 'Research/Reference']"
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,69000,,,,['Society and Culture']
275d33fa81bfb98064af4997339a8d31b0fa55e8533f8567116e6bb355be95e0,35000,cloudflare,NOT_DC,cloudflare,['Illegal Downloads']
5f7fe660c178edd61cdbcb7087dfc0d18738616943e21299cc7d7ae017b7f654,22000,"HostDime.com, Inc.",www.hostdime.com,hostdime limited,['Software/Technology']
8c36751cde32140ce4146230685a08417f33ac83d3cbb72179752a8a904a0299,28000,NOT_DC,NOT_DC,NOT_DC,['Research/Reference']
e502429fdc55a1dfcb4378cbb40400eef8a46b1be9460581d4891c34b647deed,5000,cloudflare,NOT_DC,cloudflare,['News/Media']
892bee857ac2672f08ff77e1a66f248db09862c2104831d6f6d8f2af3b6c4b80,15000,PRIVATE LAYER INC,privatelayer.com,private privatelayer,"['Entertainment', 'P2P/File sharing']"
01d98f57524574d6e8584866dbc477db5b456bf02f7130f10430bf345ee05877,12000,Amazon AWS,NOT_DC,amazon aws,['Unknown()']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,24000,,,,['Religious']
29baef5451447e0f6186fb21d33ebe2dbcce2a4c8e330619d2990e483b6f0e80,57000,Amazon AWS,NOT_DC,amazon aws,"['Non-Profits', 'Software/Technology']"
6265d63d1c9e71e7dffe344465ba4866374f702c29a5f6090e60ce50c6011945,1000,NOT_DC,NOT_DC,NOT_DC,"['Business Services', 'Ecommerce/Shopping', 'Software/Technology']"
03c42afc8588e59c78ee541405b4c339c4ad808d987f8eacfe0c7907b3096a3b,45000,NOT_DC,NOT_DC,NOT_DC,['Sports']
3196310052928d6a05902502741c1a91de4d9052ad3b66431f2467b5142ce0d3,63000,NOT_DC,NOT_DC,NOT_DC,['Entertainment']
0d2c90517c5b4529ab535d0649b214a753445e56d20204dd09503d6eb67fc6f3,1000,"Automattic, Inc",automattic.com,automattic,['News/Media']
8a708bb8eff0da543b04e7932aecf9895f8e9b25853fff775e32b18e6c1f5d34,83000,Amazon AWS,NOT_DC,amazon aws,['Travel']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,95000,,,,['Jobs/Employment']
738a613a6cb7532bff1a2e49092d0d61b34547c317f8a42a49298e296392b511,40000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
2e39ab82f6180e4397d8678a56a1cd2f3c6e84e3503865023dd15e9c5e9abb90,78000,IOMART CLOUD SERVICES LIMITED,www.iomart.com,iomart limited,['News/Media']
352979a73e65b1428593af7830ced4d9dbd7003d6cfe3d64e033322ea51c6bf7,82000,cloudflare,NOT_DC,cloudflare,['Research/Reference']
dba4a8f926ce1dfdba242a07f3296de3013778c7c9a2df267880dc44119910c3,55000,Amazon AWS,NOT_DC,amazon aws,"['Cannabis', 'Drugs']"
992736b8b80c9b0c40f7e6fe5ff75be9e5b64caaa51f0fdcca0db41a9bfb86ac,43000,Ingeniería e Informática Asociada Ltda (IIA Ltda),www.iia.cl,ltda) ltda,['Health and Medicine']
094e28d4f0435fd1ad81c5660084b76b59b1a61d5ac7841c8d1dc9661282aedc,68000,NOT_DC,NOT_DC,NOT_DC,['Government']
c530cf2924534f095513cf21b1079c562732d4c6371f7f0c95debb8e5109dec7,98000,"HIVELOCITY, Inc.",www.hivelocity.net,hivelocity corp,['Recipes and Food']
aaac5fe42930219b7eabdab54f86a48b176790e885d2de938e4d8e061dce8353,35000,Edgecast Inc.,edg.io,edg io,['Travel']
513d8218f8ebea9cf28ace92ab00efd6aeb2ce7eb84029368c27687b698ccdd0,32000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Forums/Message boards']
cedfb00112d97f94aa1779f418be0532d902ba3e1154ad7aa69173b7559a7781,63000,Unified Layer,www.unifiedlayers.com,unified unifiedlayers,['Business Services']
ffc9594d6c7c1848d7f35a8652e5fa4bc78f7fb4142612917cc348242f4ca656,65000,cloudflare,NOT_DC,cloudflare,['Business Services']
8cd7b75d34a4e9554369b7a02cfc22ba5513969e38c144ae57fc91dd13da89f1,35000,Incapsula Inc,www.imperva.com,imperva incapsula,['Dining and Drinking']
46818e1a8157c48ab57531288b5cb2cc4e72232e19f5eb2f82ab829f948bee92,68000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
48fc51ce97c63311557a84c8daaed648da3130e4d1c4295404471d925e1707a8,43000,cloudflare,NOT_DC,cloudflare,"['Pornography', 'Nudity', 'P2P/File sharing', 'Illegal Downloads']"
d6a1b21155f0829b5ceae0ef8b11d00134759b31f1e4980860d8f59c10a5332e,23000,NOT_DC,NOT_DC,NOT_DC,['Infrastructure']
8e903d3ebadd9f91450cfbea5b5482f655dece10c3bfb4b9528127be7fc784d8,12000,NOT_DC,NOT_DC,NOT_DC,"['Regional Restricted Sites (Poland)', 'Lotteries', 'Regional Restricted Sites (Italy)']"
b5be052e2616766b95fedd52dc05cca9835b9e21695e147600c7425918502797,29000,ITnet S.r.l.,www.it.net,itnet it,['Health and Medicine']
a3b21aa229a02db0a1db778ffb5a4f63cde53e66dee4bde35ddf73fe3ffe83e1,98000,selectel.ru,NOT_DC,ru selectel,['Ecommerce/Shopping']
c3e94f3f2f40d7e41eeab2db2de3d2447b1fe0ba674190172a2a35295e15f42f,5000,NOT_DC,NOT_DC,NOT_DC,['Government']
ff24948ecf0457feaa55894b50d33b5b0c33e521d2cd123e64063a7965f12ae8,41000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,"['Arts', 'Forums/Message boards']"
a81a4a938d673bed95bcbb75c43a2a4357641ed15d3f53779ea390f33cd77386,55000,Amazon AWS,NOT_DC,amazon aws,['Non-Profits']
df5293a62cd139900d84d47e88d286aa8978b39166a09a47e988d7e89b72b553,19000,NOT_DC,NOT_DC,NOT_DC,['Webmail']
aa1514645bcb131066e8dc8d6b141ee42a87db9ca86076ba722d910c635bf224,96000,NOT_DC,NOT_DC,NOT_DC,['Health and Medicine']
c44c073ef6254a7701827e13bf63f5ea2904ebc3eb04a0142383a4b26e280a9d,81000,Selectel Network,selectel.com,selectel network,['Ecommerce/Shopping']
7adfb25feab9633fa7b01e20e54fba5220cab02863d3dea3851a05eeaace8d55,99000,Hetzner Online GmbH,www.hetzner.com,online hetzner,['Educational Institutions']
8f1e59ca3906fc69620263bba6ff0c485cf3c174c33acd2212da6c40fe59132c,78000,NOT_DC,NOT_DC,NOT_DC,['Ecommerce/Shopping']
33a1aa7c7a4761dd8bbe0cb9dcea89402f014b5e0724ee083c6dfeb8156b6a1a,32000,Leaseweb Deutschland GmbH,de.leaseweb.com,deutschland de,['Unknown()']
ed615ffb368391dbff37ab71a4f4e453efb6fb8272d59d5a9be13e7db26b31f6,31000,NOT_DC,NOT_DC,NOT_DC,"['Sports', 'Gambling']"
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,56000,,,,['Government']
5e5a1b65e32b90f6d01e2c96fe67c497979c4b4d17e7c2ea3e327f3db30982f1,97000,Amazon AWS,NOT_DC,amazon aws,['Parked Domains']
6276938dd1642f1568348ab8d76092b36919f791e523be95480497a0fed564da,66000,Amazon AWS,NOT_DC,amazon aws,['Software/Technology']
d990c8e112c972971854a20970a7a230863277641d4ea78f69a119e253496312,87000,NOT_DC,NOT_DC,NOT_DC,['Unknown()']
b24d3f5e83425852acffd0ee0e4682dafc8f70347f2943651f5ad5aab9bc822d,92000,NOT_DC,NOT_DC,NOT_DC,['Travel']
56ca81bd6bc5ed93ae4d0b003b8ffc22504817365942a1df4e8373c78ac0b9bf,82000,Incapsula Inc,www.imperva.com,imperva incapsula,['Educational Institutions']
2074b0a58d086e97ffc1aa126dfd20e2759f917c9a31c91f5dcc91821071544b,96000,Flexential Colorado Corp.,www.flexential.com,corp flexential,['Forums/Message boards']
99cc7d6d4dbad0aac75c8a075cdfccdd33050ccb1837f04cff00b315b2365e07,77000,Sentia Denmark A/S,sentia.com,sentia a/s,['Financial Institutions']
37ddd0897990b9156313bf622ad997dfaa297f1d18f1dc19fb0c4425ea3390d6,18000,NOT_DC,NOT_DC,NOT_DC,['Dating']
7bc20b90789be6c1a8b7e96a27cdcc2aca9b2c6c20fff780e29ad2b8c5d0ad75,73000,NOT_DC,NOT_DC,NOT_DC,['Dining and Drinking']
e22ede253c52a7d4c52b65fd4eaca2f0f6c22c265e5542ade52ee00524d23ee2,38000,Amazon AWS,NOT_DC,amazon aws,['Animals and Pets']
290e6b43540a1feacb87af347fe1e849684cce52311d94ee7984276c76cbdf24,65000,cloudflare,NOT_DC,cloudflare,['Science and Technology']
4cff6a0dc2ac1b7044d7aa589fa91c94c16c13710fc51471a14fb129c7a43a35,38000,NOT_DC,NOT_DC,NOT_DC,['Financial Institutions']
11189cf55f530faed1b868689ed81c8aac7a31e9224c4004114fdfb1b112f525,36000,linode.akamai.com,NOT_DC,akamai linode,['Business Services']
9f5dd147a7db86d8241417888d9bd30030c938211cc8e542f4bdf94ec493a7a7,57000,Amazon AWS,NOT_DC,amazon aws,['Web Hosting']
ba293b77eafba6261d546cfc331a8125e7a11f2ae1aaf5d2518e937c9847329b,55000,Mainstream doo,www.mainstream.rs,rs mainstream,['Real Estate']
cdbcfe7d05dde90a9ba388d8818f13d5d360baedd1e4c2308658c7d484a62acf,48000,NOT_DC,NOT_DC,NOT_DC,['Educational Institutions']
c872c23b4bc0aeb0ee9d7c9e100bcbb20ba8244044e5e2a18bdfbb722c83bf81,40000,"Automattic, Inc",automattic.com,automattic,['Games']
4d1f89b118f3905acef76d696fd6444d04b9fdb75b4ff3bca5dd4e71535c0e90,72000,"Fastly, Inc.",www.fastly.com,fastly,['Ecommerce/Shopping']
290fd3f3cb70193f9e00a363705654de07a75de780e52a186c53bd44c1679df8,24000,"DFW Internet Services, Inc.",dfw.net,dfw internet,['Pornography']
81dc454704ce701d2df5facc3aed30f5a9145cebafb09672c2b5739b16caa779,47000,cloudflare,NOT_DC,cloudflare,['Entertainment']
90eaa8eb8af47b54869d971fe9f161d2236433db492d195d2f880b035eb4cf75,96000,NOT_DC,NOT_DC,NOT_DC,"['Ecommerce/Shopping', 'Software/Technology', 'Business Services']"
a5100be845096d7ad4ee278be9e89d3f65e607c2c04da0cc7cd1112b2dc0b250,15000,NOT_DC,NOT_DC,NOT_DC,"['Adult Themes', 'Pornography', 'Nudity']"
74af6899f1e920bdc972a7bc3c95d1951a53c40f7225aa6f811961e5bfa62b2b,75000,cloudflare,NOT_DC,cloudflare,"['Gambling', 'Pornography']"
5a7f40363823051000910a26c7b3ed3a3f490529d6b16e17269af84d4d151f0c,97000,Google LLC,www.google.com,google,['Jobs/Employment']
7fb83383ee8899fa09c8b42461ba0459bfb77416ea042bd49427ca6c64deab18,29000,Hetzner Online GmbH,www.hetzner.com,online hetzner,['Business Services']
4ec483374489ab3afedb00b5042765d2a364f551874b6a2e9a3e08fd2bb0f0af,54000,SPRINT S.A.,www.sprintdatacenter.pl,pl sprintdatacenter,['News/Media']
4a92622a5310b4ed59ba5d907d7e6b7b0d703e2f9b5d1285decd9531605ea5b3,4000,NOT_DC,NOT_DC,NOT_DC,['Government']
5d04fa65b6b6fe205c410295a80848e8ff527a83824bd95b0cb06c6a4271a1b7,95000,cloudflare,NOT_DC,cloudflare,['Software/Technology']
1fd205cb20017750f3246863a6d50e3c547ca2289ca1e8ba85546c46708dfd48,45000,SAKURA Internet Inc.,www.sakura.ad.jp,sakura internet,['Educational Institutions']
6bdd048642bf94a84f09d7054184394a7dc8403a20a0819dc53d3e00557eda7f,32000,NOT_DC,NOT_DC,NOT_DC,['Ecommerce/Shopping']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,63000,,,,['Real Estate']
48ce2ba9a0474bb4a11e67b879e6ac09016e16368a169f364d78f2aebd0cb51c,27000,"Latisys-Irvine, LLC",www.latisys.com,latisys latisys-irvine,['Real Estate']
43db9a81ff7b351e1c7b6f2fba382ee007f5cc20a2ebcf0ecc84c3f0dc32f761,68000,Microsoft Corporation,azure.microsoft.com,microsoft azure,['Health and Medicine']
370740fedc1d451976ee8026a2416ef038162b95e0f908cac9b3ece3d13ec1f9,35000,"Domain names registrar REG.RU, Ltd",www.reg.ru,names ru,['Entertainment']
7284421f939d35da5b3f252ffd8283ac5e4f15bf319b43ffc3fafc8a3516edef,48000,Amazon AWS,NOT_DC,amazon aws,['Automotive']
00bb5861709520bbabc1b15753b5b6a72d36b2e468a9abc110da78afd609bc7c,2000,NOT_DC,NOT_DC,NOT_DC,"['Research/Reference', 'Government']"
c2ade3332570d69ec47e6136034984e4d7b773ecd4be37ad6836bacae6d3a7a5,62000,gotomeeting,NOT_DC,gotomeeting,['Online Meetings']
7394dc610b7d4188424644bd323b5e9c537fc35c211b4e67eaa844fee0b11a67,17000,cloudflare,NOT_DC,cloudflare,"['Pornography', 'Video Sharing', 'Streaming Video']"
d3c3299c06779d5f9a5fe5f5ca6a2c05c66581f54c73da759dff9d55a9d44837,60000,Amazon AWS,NOT_DC,amazon aws,['Entertainment']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,99000,,,,['Web Hosting']
7f3d33e72104ada919c828de2c7d0f1facddaf018c00ca47ded2998b3ec311b3,50000,OVH SAS,proof.ovh.net,ovh proof,"['Lingerie/Bikini', 'Adult Themes', 'News/Media']"
be817b83be46300becc62ab543128ba898fadc98496b26cb095e3f291b75bf15,89000,"OVH Hosting, Inc.",proof.ovh.net,ovh proof,['Advertisements']
0adfb934c782d12dc9134c5f03abc52175308e463e93e2d89ab83cdf41fdf185,12000,NOT_DC,NOT_DC,NOT_DC,['Government']
26f045932063009bb5f3a9cbf44c284cc86adac4478930c1ac25054eb0389a4c,36000,NOT_DC,NOT_DC,NOT_DC,['Ecommerce/Shopping']
cdb143d3666f45ccc5b0a10c861711bfc3be8c3c9b34afc52cc93c0015da31e8,55000,"Leaseweb USA, Inc.",us.leaseweb.com,leaseweb us,['Social Science']
152fc3f61b9b4bf29def0bfc39c62b3f23753352320e3c2aff01dfd9146c077c,75000,OVH Hispano,www.ovh.com,hispano ovh,['Mobile Phones']
b60a3df59a7be7fd853f5a1f8dc11e9db77371935cad7a85deac45b32be3728c,8000,Tiggee LLC,www.tiggee.com,tiggee,['News/Media']
48234edb813f23b8e10648599e69f67d0eabe3b8a81d8d93304221d4787f50d7,15000,NOT_DC,NOT_DC,NOT_DC,['Streaming Video']
e1d4b917862ad25996d734a25126b1063fc17424df86ad736cea5b7132af3176,5000,cloudflare,NOT_DC,cloudflare,['Games']
54627f933cfd7282c53c0916704692afdf796b0be4c50c31dc11f524f50a5ffe,5000,NOT_DC,NOT_DC,NOT_DC,"['Software/Technology', 'Business Services', 'SaaS and B2B']"
44d69d1fbccdfdf4ffbc7618844182fac44b1524e700f853f430ad6b31fb1634,61000,Gigas Hosting SL,gigas.com,gigas sl,['Software/Technology']
b4dd24a3a5f0f1a4036b23999b9dc5e39783bc2eec400bfe357437951d5e59ac,27000,NOT_DC,NOT_DC,NOT_DC,['Fashion']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,48000,,,,['Web Hosting']
a17799d42a07d3550551c86a0c5342df9736744caa95a5ae8ef652abdaff9197,45000,Amazon AWS,NOT_DC,amazon aws,"['Business Services', 'Video Sharing']"
3f9d215533beb328c085c5b76cf73361f1108adec6e408c7d75e3c8f265d8117,77000,NOT_DC,NOT_DC,NOT_DC,"['Health and Fitness', 'Animals and Pets']"
26aa530250588a49ce1b182f5a5c6d235b9123dde62b1a256d313aa3983cfffe,39000,NOT_DC,NOT_DC,NOT_DC,['Financial Institutions']
90f470614b3d691c917fe20ad868e46ba1a5014d82d90b048bb4ce265c729fe3,92000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
4550fdbf845ad93ed416354229522f83d516e9651f63690c9182548be9e427d2,3000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
8b39a457df21f4deb30890cab99bde226db35b7f2d4bba0d145bb912fd6d5ae3,21000,digitalocean,NOT_DC,digitalocean,"['Business Services', 'Software/Technology']"
fb2b9fb17d7a47e4578d040ebcc2df502eec4f7e64626740963a18689a55a72e,81000,NOT_DC,NOT_DC,NOT_DC,['Ecommerce/Shopping']
9b50c7151739a7fb7e84f57702839266526ad9708e2d659e5387270a33df500c,47000,cloudflare,NOT_DC,cloudflare,['Politics']
4b51e44042b5579692aa9ac3c0483695e17a4d61919117463dec95d257eec42a,39000,Schuberg Philis B.V.,schubergphilis.com,schuberg philis,"['Nudity', 'Pornography']"
165e35cced001ac9911de0a1b99a8361bee1c20a05413dab991e29197400dad6,20000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
e76bb28de5179139f3594c49195cff0b16e4dae0838be83c674d1618caba6918,19000,Amazon AWS,NOT_DC,amazon aws,['Real Estate']
62168d70c5d71c89a7bbd40c25ece4d19f3e3e6f27f55ecdf66e813e8b967054,82000,Google LLC,www.google.com,google,['Unknown()']
2c99bc53afa6496d8cfb29f36b48e2c1c41bd7c61cb2a37bb8bf6843490556fb,25000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Streaming Video']
267b9e66dce82278a9339917403244a528a798bf301f1fa1cfc3ea478dba114a,22000,Performive LLC,performive.com,performive,['Streaming Audio']
c93f74babb95d09f3ae26e1c049a71c1380252fea2c96a7cf966bc8503631988,68000,cloudflare,NOT_DC,cloudflare,['Gambling']
8b7ddea55b1744ccf512f60960259e64b5969c4d78daf2c54449dcc74421bd34,7000,Amazon AWS,NOT_DC,amazon aws,"['Entertainment', 'Nudity']"
5f890caefec006bb517844a6f66d141e7bd1b05ade94696b6d78154957aa3692,78000,Amazon AWS,NOT_DC,amazon aws,['Software/Technology']
2a3906c960a15c05289a50808ded23fdb38501626c4ae0ab46eb29bcfd16062d,42000,Amazon AWS,NOT_DC,amazon aws,['News/Media']
1b9bc0544541814eaaf88c4d0b2cc121ee133a070750d26e8897d1c9193a2219,4000,Google LLC,www.google.com,google,['Search Engines']
796f9c56a8fa57c57a2047c448c12d4c801a65876019eecaec207da535f8a764,45000,NOT_DC,NOT_DC,NOT_DC,['Travel']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,78000,,,,['Infrastructure']
69d60b51a9f852c2b4a61ae9e2cc84cf0aa790a04d0fa2772cb51f94dd88dfd0,51000,Scaleway,www.scaleway.com,scaleway,"['Pornography', 'Regional Restricted Sites (Italy)', 'P2P/File sharing']"
c542f4fc087848862982987b25691567d7ea3a808942d648e580c554f83c3f28,59000,Memset Ltd,www.memset.com,memset,['Ecommerce/Shopping']
4ce7afba9d4ba102e7847216afcd8ba355989b24c6bb8944816856e60aa385e2,8000,cloudflare,NOT_DC,cloudflare,"['Entertainment', 'Forums/Message boards']"
92ff65054fb1261155a721adf9d807e1569f783b3a13c6791fe860ed65d1c3e9,36000,Boreus Rechenzentrum GmbH,www.boreus.de,boreus de,['Software/Technology']
2953e572531603721b98b8f2e012c4506e7d3d694e2081949e0bd1fdb37bbfa8,62000,cloudflare,NOT_DC,cloudflare,['Unknown()']
809e0efb316549a92c2207f09fa3050a8c5038f7932b049f4a9016f50bb24028,2000,NOT_DC,NOT_DC,NOT_DC,['Financial Institutions']
8b70d96b95f09acb45ab3099008e4664aed4001ac83cd7065b6b959613cdfa25,90000,NOT_DC,NOT_DC,NOT_DC,['Visual Search Engines']
2954b78f3f938c790bae55fd9395293a6c666684d56f92edc014af2168791ba2,68000,Incapsula Inc,www.imperva.com,imperva incapsula,['Business Services']
372c28dacd209616b34269d00feeb36887a2014833ac6955e75ee78b75632bae,50000,Unified Layer,www.unifiedlayers.com,unified unifiedlayers,['Jobs/Employment']
9746450efc496f572291b36f7fb0beeda2c88fdb8da9ad1cd3aee6d5ea16c0bb,97000,NOT_DC,NOT_DC,NOT_DC,['Entertainment']
4b414f4ff0ec10199257b99191b7372d059a7029dc924c7c619eee8dfc3ae54f,30000,Amazon AWS,NOT_DC,amazon aws,"['File Transfer Services', 'File Storage']"
498abf2ce25375c40966b9b981c5c83d715e256b8512506128ffa1eb18fa424f,13000,NOT_DC,NOT_DC,NOT_DC,['Ecommerce/Shopping']
0b3939ee30ccd8d073d576fecd378778a4cdd2a996a8194095f2e35345530601,53000,NOT_DC,NOT_DC,NOT_DC,['Not Actionable']
eee3fba65d1ec55fd5b3a6489af762b07717a6b33b939a6cdcd24f0b066c3502,14000,cloudflare,NOT_DC,cloudflare,['Ecommerce/Shopping']
4098f9f7d835df17ba8410675d74eaf7a19b707532cb1dc56c7c1f5aedd7c9ba,73000,cloudflare,NOT_DC,cloudflare,['Real Estate']
726b37bd8817b3514f8fabf40e901ffa173152275b6837772d324c16e650efac,62000,SafeBrands S.A.S.,safebrands.com,safebrands,['Business Services']
def3f2a6c6ada68d0c987df4e72196006b977b502201ec1cf2f58214ef5bd509,19000,cloudflare,NOT_DC,cloudflare,['Unknown()']
996387c8a32b2d0ae8144215ee4221d6f5e98b406d9fae7338b29ab4b997197a,8000,cdn77.com,NOT_DC,cdn77,['Software/Technology']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,31000,,,,['Educational Institutions']
9b61a111a32d942c2070e8fc61f0fdc32ae98b1abf45e1c647d6b1e312dd30b4,16000,NOT_DC,NOT_DC,NOT_DC,['Educational Institutions']
aaac5fe42930219b7eabdab54f86a48b176790e885d2de938e4d8e061dce8353,2000,Edgecast Inc.,edg.io,edg io,['Travel']
9eaff8832a5c9ca78e4dd21f498cd8b64aa458aa29346ff8113aefa80e1deb3c,51000,HopOne Internet Corporation,www.hopone.net,hopone internet,['Auctions']
a32cf6bb4dd02102d03e323172157f5029a8746f5fb959810ce988e258fdd54e,1000,alibaba,NOT_DC,alibaba,['Business Services']
30adb57f8e66535d5ca4daf589499f00fc345a0c0850327f5a1e9466d9a894ca,71000,cloudflare,NOT_DC,cloudflare,['Unknown()']
31f86b935b3fbe64df76805a086d1625fcbdfa9b343026b0da2689295bf4a0e6,28000,NOT_DC,NOT_DC,NOT_DC,['Travel']
940996c22beb7f965b5433528435930a83847593561d96dded1ebd1a0f525dbc,54000,PT Indonesian Cloud,indonesiancloud.com,indonesian cloud,['News/Media']
e3fd409b8c83decaa2732e5829cbb2cd93ff972c22925173106b20f85e713782,35000,NOT_DC,NOT_DC,NOT_DC,"['Sports', 'Television', 'Streaming Video']"
eb8f7cbb3464b81f4fb769f8dca1d2b1f637f39e6453fd73c6b77fbcc6f70fad,20000,Amazon AWS,NOT_DC,amazon aws,['Games']
660bcbddd16fc056aac37a2ad18fa7f764abeab48a4d8af3566a7019e3ac8c7c,53000,Amazon AWS,NOT_DC,amazon aws,"['Lingerie/Bikini', 'Television', 'Entertainment', 'Adult Themes', 'Radio', 'Sexuality', 'Streaming Audio']"
00d0a938d0f7dddbdf21d8c355245727bd8a7a2b911cc14c4561b7f87d26fb6a,37000,OVH SAS,proof.ovh.net,ovh proof,"['Adult Themes', 'Nudity', 'Pornography']"
d64fcafd08715db7373e02c9ff812f3d37497defe56002b1b4bb39443fb97212,82000,Used for servers***,datak.ir,ir used,['Business Services']
176d0e952c46f8bc747c8abf8e1ec39abb0f7312872a0888cf155c4fea85812d,99000,NOT_DC,NOT_DC,NOT_DC,['Parked Domains']
22975e1826cf25cbd7ec6b48111c932821e568fe498c5928fdfdb6d24976849a,89000,Amazon AWS,NOT_DC,amazon aws,['News/Media']
3bcf133f61fcc20c394cf03b1fa504f062daeebe2bf9ec85b8d6485f9589336a,19000,Amazon AWS,NOT_DC,amazon aws,"['Software/Technology', 'Computer Security']"
e6488958609a864f50aee6eb2ba72decaa15c04c1912295fc8e06cf11d814a4f,39000,cloudflare,NOT_DC,cloudflare,['Sports']
a1789d86e3bfa87d9700a70e8d33f9a1529c7d78e597bb771573807e2d0048ea,84000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Educational Institutions']
5555342001c6e5806bb17e4857dae2f1bd86d082b41475cc061b2f1b942a80cb,87000,EVANZO e-commerce GmbH,www.evanzo.de,evanzo de,['Business Services']
