target_hash,rank_bin_upper,dc_datacenter,dc_domain,dc_provider,tag
8cb3c828f29d93b1f0da275abc5987e3dbc09c45c4f1e805f917ff06906771f3,4000,cloudflare,NOT_DC,cloudflare,['News/Media']
1102ff6e6c99c74bb82fce4b95cf479c56b84e8fa42fe20c46417db82ab4ab66,83000,cloudflare,NOT_DC,cloudflare,['Animals and Pets']
5c29c77f89561aaf91317d9d0ba87cb2453e656f015320f281c17a4f45e4d4d3,13000,"Automattic, Inc",automattic.com,automattic,"['Blogs', 'Software/Technology', 'Forums/Message boards']"
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,7000,,,,['Ecommerce/Shopping']
0d2c90517c5b4529ab535d0649b214a753445e56d20204dd09503d6eb67fc6f3,5000,"Automattic, Inc",automattic.com,automattic,"['News/Media', 'Entertainment']"
bf530ff2a1fb46a538ba49eabf974b05c053bed6e68c16ecc0262e1b02b364ac,70000,Profihost AG,www.profihost.com,profihost ag,['Ecommerce/Shopping']
f028caa0093668c02acecb971de1949880599dab0f7d15bd38b9dc8fc2790c37,15000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
946a9d219035959703be771d35f16f4db6f5e6ec0312feefd7b86929a87ffbc1,96000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,72000,,,,['Unknown()']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,44000,,,,['Unknown()']
39c69f0641aaea9eb5914eae123201289d4d5bbfdab43293a5c0053fc84ef226,42000,Amazon AWS,NOT_DC,amazon aws,"['Forums/Message boards', 'Social Networking']"
f9d898f7ca72e897d3c7645bcbde13375c86ce1c2b783726a874b7eeae38e2b3,17000,OVH SAS,proof.ovh.net,ovh proof,['Entertainment']
f0d7750a000ad3c56aeb24edf2e5b34be8fd6cecd44e4896ade681f68d672b43,14000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
d06c3e999bf40f92acdc784f6e30e4df02051cec5f7c67a5e4aee329de30e816,50000,cloudflare,NOT_DC,cloudflare,['Science and Technology']
bd616f16c4c3ecbff8559f9ee83e1494750cfc5e5f57896086f0ff03b4d81ef7,7000,NOT_DC,NOT_DC,NOT_DC,"['Regional Restricted Sites (Italy)', 'Gambling', 'Games', 'Regional Restricted Sites (Poland)']"
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,75000,,,,['Infrastructure']
7b1bdb4f4546ee5b86cf4d539dfada2758a76693ab2ea2c26f9df46bf08bb878,24000,cloudflare,NOT_DC,cloudflare,['Animals and Pets']
21a58e7dea028ca6deedf895a03292ece029677c3681394b6c835f0a01946688,54000,NOT_DC,NOT_DC,NOT_DC,['Entertainment']
60284f4737f37f23997ed876b8c6ae4a4d8afb8aa3780412d6f054b43e802dac,6000,cloudflare,NOT_DC,cloudflare,['News/Media']
ce18d72f9609c5249b009a313a1034550fdd82e7d1a00743098397c291ef15f0,4000,NOT_DC,NOT_DC,NOT_DC,['Health and Medicine']
d89573456964d3eb0b2591f238e83eb01ea8bf3a743e86481d5efe28a21341e0,35000,NOT_DC,NOT_DC,NOT_DC,['Organization Email']
cc6d9806cdef409440ba2a86483ba6ec9f6804b85380edd0d02529c08724b975,26000,NOT_DC,NOT_DC,NOT_DC,['Ecommerce/Shopping']
a72a0427a758c4e4a510cc414c3fc5cbbf9d384b7762120ec44a9ac932df8590,10000,"Fastly, Inc.",www.fastly.com,fastly,['News/Media']
9e8ddf3bbeb106a18871bb0a6b5ec6e78f0ede637ef11b9152c3cb184f014d54,52000,"GoDaddy.com, LLC",godaddy.com,godaddy,['Software/Technology']
be7644a4f1d688c92bb497430fa55ed41dd85617936b44f82f7f1acbc1e59555,81000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
e386c461730c8ca9fe0ddb4ecb6148e44925e4ccba2de8052d48f6c8bf3b0df2,94000,LeaseWeb Netherlands B.V.,www.leaseweb.com,netherlands leaseweb,['Unknown()']
69621047b5f0db4c87f6acd35aac5c8065b5887196eeaef4d31ca94ecca643f2,97000,"Akamai Technologies, Inc.",www.akamai.com,akamai,['Entertainment']
3d67c54617dc182d35e2df6c3302860f73d052305d0ef61c49ead112895adc12,60000,XSERVER Inc.,xserver.ua,ua xserver,['Unknown()']
fdf6662b00182fb7ecac611414da2d8c31435151eedb42921b18c276fb4dc7a0,7000,cloudflare,NOT_DC,cloudflare,"['News/Media', 'Politics']"
25af1416fdb2887131c350de33f3f964477455cb54d4450347fb71f960c3d19a,66000,NOT_DC,NOT_DC,NOT_DC,['Sports']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,82000,,,,['Business Services']
85b560e5b42db3e95afd8d48b9a79fcc74c7d57db468df219c502d4f254ab800,21000,NOT_DC,NOT_DC,NOT_DC,['Jobs/Employment']
275daf097be13f5deb5dc7900413f2b13d60e959e0a6b6da82cd10d6b42a9fee,68000,LeaseWeb Netherlands B.V.,www.leaseweb.com,netherlands leaseweb,['Unknown()']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,6000,,,,"['Science and Technology', 'News/Media']"
2ae6cb1650a974816428f8fc77b645372530ad5696468b250cd98c9e6f054834,70000,"Fastly, Inc.",www.fastly.com,fastly,['Business Services']
2612c221271ae7538ef09e71db81ac2f3c20aa094484504f19c7e8b9a604a900,79000,Akamai International B.V.,www.akamai.com,akamai international,['Dating']
68ea3a1ecf95f9fa6a911593169d27f9e589375daa243f1ea398eff342dc1add,1000,Amazon AWS,NOT_DC,amazon aws,"['Research/Reference', 'Software/Technology', 'Forums/Message boards']"
1e5c1d1b482dd5cc42f09672932b8177898c804c62ceee93bef65ee21c8b8b21,49000,Amazon AWS,NOT_DC,amazon aws,['Cryptocurrency']
2d31c6dcc7a4cf67d6c4ffe5eb181f1e7d660b05d0ebfa926dc96f69eb452dc3,27000,Webzilla B.V.,webzilla.com,webzilla,"['Online Trading', 'Business Services']"
12164a710ff2d5cc49727f6f519914d28e125ce19aff7fbe28099a089d007e4c,28000,NOT_DC,NOT_DC,NOT_DC,['Forums/Message boards']
6089ba25335a489403f58d689e0ae44fc31086433edd9903de147251fc4edc79,36000,cloudflare,NOT_DC,cloudflare,['Educational Institutions']
5f529d460536d55764001c180b8606f023dc582cebada93a50c27a8d3952cce6,77000,Aruba S.p.A.,www.aruba.it,aruba it,['News/Media']
b1e0f3ba5141e14e98f8cdf9ae909e7ff976847e12c432e035f64453773998f9,55000,"Fastly, Inc.",www.fastly.com,fastly,['Ecommerce/Shopping']
9b4952acd253d71ed2fb6fb085378ccccd50bf3268742190ef1296d444659544,12000,Equinix (EMEA) Acquisition Enterprises B.V.,www.equinix.com,acquisition equinix,['Ecommerce/Shopping']
68fc3c06f8006f730bc8e2a57bb243ead138ffc0cde9570b7d718c6a04d9d0d3,82000,Amazon AWS,NOT_DC,amazon aws,['News/Media']
c84a3edbd90e354f4aea0846f3f6f92e8adbd757413015b45c95c78dcdc263b5,5000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
afeb33ec29b454f1e57c19e23ba7f3f6e5219ca4ca0684ac4dda9a7a499e53b8,85000,cloudflare,NOT_DC,cloudflare,['Streaming Video']
8845fbaaf52033b4aff382c079f63c3684342a7dd2a698bf6d2578bdc473402a,49000,NOT_DC,NOT_DC,NOT_DC,['Automotive']
9b7803e095078304cf28c36a2f89391628da35173f69c4375630c823aff78403,37000,Sharktech,sharktech.net,sharktech,['Unknown()']
a0fe76dbc51b7c8a862b5e6c2120a88a1f8641a21778ca1699d617c02fc188d4,61000,SAKURA Internet Inc.,www.sakura.ad.jp,sakura internet,['SaaS and B2B']
19488ce761ebfbba2727f41c5b2ef1b3c0365691bbbf7bcb0509a76e09d2232f,5000,SoftLayer Technologies Inc.,www.ibm.com,softlayer ibm,['Business Services']
d9e3e48fe5e7dca162efd66181142f201df5a00bc8892f68ccd503e223069d0d,59000,Selectel SPb,selectel.com,spb selectel,['Non-Profits']
ddc308d2362828644426c226bf1c2740cdf2bf62c2b952712b2a4358fb36a5b3,49000,cloudflare,NOT_DC,cloudflare,"['Entertainment', 'P2P/File sharing']"
a7e6d2ad04dab83bd1e956557956b509fb03056607da5f77629e56744c003e61,50000,NOT_DC,NOT_DC,NOT_DC,['Educational Institutions']
c3c0201fed8c65ead9b8dfdb64029b5b74a34c95ce066a6ed4a9eeaed88c3be3,63000,Amazon AWS,NOT_DC,amazon aws,['Unknown()']
d8b385768ab47625e858240deb7dff8dec32405e829fbb20ccd5963f9107758b,25000,Incapsula Inc,www.imperva.com,imperva incapsula,['Financial Institutions']
8f4e4ce5a60be43387696e2bf48f1516c7d4faee319feb73198647120ee947b0,69000,"Fastly, Inc.",www.fastly.com,fastly,['Fashion']
eaa5ca3f5278a9362c7c0672c40ebd4f95e893512db65c6453ae5a04c236c1a8,94000,NOT_DC,NOT_DC,NOT_DC,['Unknown()']
dd57b450887cae3ece305c7bca83367c5086695b07be4dd4f2f0c3885384d4d6,17000,Hostiserver Ltd,www.hostiserver.com,hostiserver,['Pornography']
8431f726709225694e52e01e33d38a15e26a0b4b0e22dba29d36aacc91384fb3,1000,NOT_DC,NOT_DC,NOT_DC,"['Visual Search Engines', 'Photo Sharing']"
751234ad3e5ad624d04f404339dd758c17a837d5a4a4817887881ef54426a37f,91000,Hetzner Online GmbH,www.hetzner.com,online hetzner,['Society and Culture']
949427b4ee7e6fa460729574cc0ab603550da0ba46bc3d361b2dd70571c9132e,17000,cloudflare,NOT_DC,cloudflare,['Financial Institutions']
5482b10eab1e0b4fa6f4637f481a54c6e7a76d1a25e5f1b8cb717d83c04dc22e,30000,cloudflare,NOT_DC,cloudflare,['Software/Technology']
510ece080b32bc88f5efe5f01e3730214c44e1afdcb41fcaa17857623dd5e880,84000,"GoDaddy.com, LLC",godaddy.com,godaddy,"['Financial Institutions', 'Business Services']"
c0c1a07e65f93cf2e1376bd2d5935dceb677b9e691015354c55693d00a0746e1,96000,MnogoByte LLC,mnogobyte.ru,mnogobyte ru,['Visual Search Engines']
d891bf8438e3fad1451a0a8f66feeb2676bb41681a2edb69e9553ee3546077c9,89000,NOT_DC,NOT_DC,NOT_DC,['Pornography']
0e17e960fb831a9bf38b3a81c385fa32a4a177715c810d3e5f5aff5c84160525,82000,SunGard Availability Services LP,1111systems.com,lp 1111systems,['Science and Technology']
e8e45d6e0db4171ad22a69de3fc3ea962ca1def78431f4397236d32bf75aa9c2,90000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,"['Pornography', 'Parked Domains']"
fdb293bd71b56fd2462affd6617342627f324ff07d86832f09f98052667d23f9,61000,HopOne Internet Corporation,www.hopone.net,hopone internet,"['Software/Technology', 'Software Updates', 'Adware']"
2a2cfb0aa14b160867a3056bca02c22ddeac6c9efbade3ce0663d61dd1a603f9,75000,Amazon AWS,NOT_DC,amazon aws,['Business Services']
0f298230736ff17933af13bcbfad9f6fd32557e07f8f0655bacb32ba6b564343,31000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
b825b94e252fccfda171d6fb84a786ab763d6b4338b1462b672a6272d1174f5e,40000,DigitalOcean,NOT_DC,digitalocean,['Jobs/Employment']
5a7f40363823051000910a26c7b3ed3a3f490529d6b16e17269af84d4d151f0c,69000,Google LLC,www.google.com,google,['Forums/Message boards']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,49000,,,,['Government']
1d6a3e6e2d90e1de5a0bd76593fd816330fffd5044cf7035810148958bba7d95,97000,Godaddy.com,godaddy.com,godaddy,['Educational Institutions']
aeccb2fc81833fbe03fa119ebac3a89b7a770f6e1272c312b2396a74d17938b2,36000,Amazon AWS,NOT_DC,amazon aws,['Travel']
6403c8fa24dcf58ddc6b3dab1498a3065a2b91991393f89bd76d67fc7139c3f8,16000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,74000,,,,['Unknown()']
f61b4bd705afeef827a5917f1ca3f5ec796386603741acb5d4f3fe158db8555e,38000,Radore Veri Merkezi Hizmetleri A.S.,radore.com,hizmetleri merkezi,['Sports']
1b2ce8c65b0e186b8ba10132dde22ac1f9a35d039a071e45dd73d7b61077f192,98000,Edgecast Inc.,edg.io,edg io,['Travel']
deb187d0ea58232feb5825e7b010dc568ee67634fe7e00ed8ada5e3fd5ee7def,21000,NOT_DC,NOT_DC,NOT_DC,"['Sports', 'Health and Fitness']"
75e3ffd26a030e54206d378e6ca19cc0faa41e3c635a4364ae2cad4bdb958fb7,88000,linode.akamai.com,NOT_DC,akamai linode,['Visual Search Engines']
52bec5bd49f7cc754f01f9d11ab40cfe9244c409bbabae65d717d2444ea0ed68,78000,cloudflare,NOT_DC,cloudflare,['Games']
5583f159670818548c269ef4d6a6831b42c11b45648b04cd0246da7a04dd13b7,85000,Diadem Technologies Pvt. Ltd.,diadem.in,in pvt,['Entertainment']
017342a0773c828c8a19aed8bbb13dbdb6c0a6b7181d06506ea097ce8434ffa4,40000,cloudflare,NOT_DC,cloudflare,"['Movies', 'Entertainment', 'Television']"
779cd21f378ee9aa98afbfce8b3d660ea67ecbbf21ef2991b114da77503ca9f9,89000,AltusHost B.V.,www.altushost.com,altushost,['Unknown()']
a48d7f2e64ebc0d2e561b5e09a70993df857086a7d30127f10182426360aaac7,69000,Atomdata-Center Xelent,stackdata.net,atomdata-center xelent,['Online Trading']
a33831ea5023b30950cfa255afe4226be699c9f5beea9d88cddb45a253ac7b7b,27000,NOT_DC,NOT_DC,NOT_DC,['Auctions']
f3d5378a6a2bb2db87152cc663aebb0f0c502fb9c237887e2334da9b161d6663,33000,linode.akamai.com,NOT_DC,akamai linode,['Software/Technology']
01d9b4f436a596553f807cc58c435da638369277c6d22fe74d1ad3797fa2ef34,73000,cloudflare,NOT_DC,cloudflare,['Society and Culture']
c9dc915c953047d7a0019541755794ae827817f81fab0b3d6ab1c81e04bd51cc,27000,OVH SAS,proof.ovh.net,ovh proof,['Forums/Message boards']
f8f5d23ea173b36358bc69a1a0d952644d2d218815fc138db1c00231b2cf71c5,67000,Amazon AWS,NOT_DC,amazon aws,['Travel']
fb1a8ac87834c6963283cdf438a1c1012338e075bce8fa115ad496f445389e6a,12000,"Akamai Technologies, Inc.",www.akamai.com,akamai,"['Blogs', 'Games']"
7c573d5c58f9ccef25bdfa771f01d5470923d93d3336ddc17a1879554d28b55e,20000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['News/Media']
6c40478c0f0e1570928b31255f1d7fc53cd91ee4912f8b270517826a016662db,28000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Pornography']
c9a4f057469d44c078f5c3485c1819002c8bd8ad3c6b2c8fc530e945ce4ede51,39000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,"['Movies', 'Entertainment', 'Blogs']"
5f0833a4282861975bd830a3cfe4e81719c72d29e18d5de48f0f34c307cb3458,68000,cloudflare,NOT_DC,cloudflare,['Unknown()']
a512bd8d6a523704df02fb2c9cbee5eecaca1a30ff2a680a0b25fd2dfbaf7417,76000,cloudflare,NOT_DC,cloudflare,['Entertainment']
5c6863ed2e63bb718edcb9651ff6f14728f2bc069683fdaa75ae67a1e59812d4,77000,Aptum Technologies,aptum.com,aptum,['Social Science']
ddfbc4e88911bbafbb80d5ecbd84b8f12968b6ea95d905fee3e4f17505ad735e,38000,Hetzner Online GmbH,www.hetzner.com,online hetzner,['Games']
de488608223ecffcc757dc2bdd090fe649dc22cc8e742366419102b8f1a4ad4b,27000,NOT_DC,NOT_DC,NOT_DC,['Freeware and Shareware']
c9b439d45c02143780658f01138f9c75b60d0e6694b2ab52d83b54017164da99,10000,Incapsula Inc,www.imperva.com,imperva incapsula,['News/Media']
e38960d3afa5d3fe833ddfd244857b02da28c7e20ce5b27051bfe742d0326566,71000,"Fastly, Inc.",www.fastly.com,fastly,['Sports']
79f5927aa14d2a3420978a4a13d1606e317a8f91e6f28d0eaff8c2aa3fea9aef,99000,Input Output Flood LLC,ioflood.com,input flood,['Unknown()']
ed276d070fea813dedf3f7e6378b97d88546b1c78afd35d9f6bdba19879e4880,97000,"Limestone Networks, Inc.",limestonenetworks.com,limestonenetworks networks,['Software/Technology']
0242cceed53f5d00202c20bb486690e3cca67c3ffacf6a15018fe7ce07b6acdf,19000,cloudflare,NOT_DC,cloudflare,"['Software/Technology', 'News/Media', 'Games', 'Blogs']"
aac6ecd521d3a8894118db311c20b8b0ee45b91bca7fffc2bfc40884e122cdff,35000,Hetzner Online GmbH,www.hetzner.com,online hetzner,['Software/Technology']
52cf4d0d05e6b17f18748f0ef80cf06c59a5d5dbf9f54d0aca211cbea93580b2,44000,pair Networks,www.pair.com,networks pair,['Research/Reference']
ff3401615d968dbaf7a563d9ef82983b213fe76ac98b3f9e77a36055d31c8d66,69000,OVH SAS,proof.ovh.net,ovh proof,['Business Services']
e5c86b237b2a5792481388b48c2fa8b9454f60995a7f2d06042a7dae46466a6c,3000,NOT_DC,NOT_DC,NOT_DC,['Software/Technology']
c7d064ff5a7836ec79673d9809d4d17beee7b2c29bf5a7a0529fddf10a8428ec,29000,Amazon AWS,NOT_DC,amazon aws,['SaaS and B2B']
53965950bc11c1d889a48a926231c760a3de9f8fa0ae2b1022abf94828139fd0,13000,cloudflare,NOT_DC,cloudflare,"['File Transfer Services', 'Video Sharing']"
4a7a3161bc94fc0e5110984744260d11415f35579eecf4f7bbda5bfed0d475a6,53000,Alastyr Telekomunikasyon A.S.,www.alastyr.com,telekomunikasyon alastyr,['Unknown()']
08c4a36259a659bcb66cdc7f7f35692d155c8423b993e40ce32a36e9a17b5ac2,15000,NOT_DC,NOT_DC,NOT_DC,['Educational Institutions']
4e239e9cc729f624dafe32e6e61fdf12cdbb64c63686411944323aeed666353d,12000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
663944229e6096596988393fd9c762437d1be9d23673d728f418a393cc261adb,30000,Amazon AWS,NOT_DC,amazon aws,['Unknown()']
8a58cc6f98977c7dadca78fbe4a0db6bf6af25302121c0690fe136b2cf32c9f3,59000,Hetzner Online GmbH,www.hetzner.com,online hetzner,['News/Media']
eeb3ef641acdf81c1046688ee43644c2edaa7d7e13864bbad8c03fd16b333391,70000,NOT_DC,NOT_DC,NOT_DC,['Sports']
090115d3c146a3013084180de18c7f116b51179ae06eed91e6749458d14c7213,15000,cloudflare,NOT_DC,cloudflare,['Pornography']
8769a1f6bda552f686efc0afdb5a16c8dc5b22a29c83e1d0ec85be23c25eedff,65000,Fornex Hosting S.L.,fornex.com,fornex,['Unknown()']
e34e1e619d82ffcd8db2da3a275ded9b42bc103444353b67108c4dbc4b088446,5000,Solar Communications GMBH,solarcom.ch,communications solarcom,['Unknown()']
d8654eb96ade1e421df662150596e70b810463f23eb1c2ad0a7ce09f8d0f21c2,60000,cloudflare,NOT_DC,cloudflare,['Pornography']
36a9d9ff7164bd3b1ba316b9d3f2dbe91598d8992079b25eec26eb51a2b854ab,94000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
11f6b8fa08ffdf07281fe0648bf72c25c940283a99762629be5c80c3c51b8828,25000,Akamai International B.V.,www.akamai.com,akamai international,['Automotive']
e44b7f3c4ba747e6bed44660ccdc5e5352563e1e804301bdc2ef6ffc2aff4a7a,95000,"Tonaquint Data Center, Inc.",tonaquint.com,data tonaquint,['Advertisements']
34f3c0c1d50296d2ad57671d870e8ff9875350afad2f2472eb6390f2a0e1d042,12000,"Digital Fortress, Inc.",digital-fortress.com,digital fortress,"['Games', 'Forums/Message boards']"
0d83231e7a1e86aafedc63a26e2970c404ff1df3f0b875bbf03c41b88d19cc1d,25000,NOT_DC,NOT_DC,NOT_DC,['Software/Technology']
fcbff7879b5be65c791b9f0ef250c8df7cbe2e4861650a45886883b1a1de958a,42000,"Limestone Networks, Inc.",limestonenetworks.com,limestonenetworks networks,['Educational Institutions']
f2358f5c095ea29f027807572a140b98ae826a1301a88ce494b8d01d4330b260,40000,NOT_DC,NOT_DC,NOT_DC,['Recipes and Food']
6e5b006ef28b7916f042b3c4990a5267ecf003c8b567d7c6cc3786ea89d3af8a,6000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
4e06aaaa1b23168ce6ebeac88f3d7d37f5b53be5f06696743bb5dc0613c4d4b3,36000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
f5de3125584af81fcf4f215d73271f8b618e7578d3bf0a24fc194fc49e80211d,82000,NOT_DC,NOT_DC,NOT_DC,['Advertisements']
f2358f5c095ea29f027807572a140b98ae826a1301a88ce494b8d01d4330b260,84000,NOT_DC,NOT_DC,NOT_DC,['Sports']
9f757da62fbd8be6ba771d210fe31d15137831d565a053702145375160da430c,38000,IROKO Networks Corporation,iroko.net,networks iroko,['Educational Institutions']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,45000,,,,['Business Services']
2a9ad5b3e184eb46654f0255213eb04d56ec12cd87ddd7e5c66ac57cf94a40c1,2000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
8b63401cd2b77ef0cfd8273155ea9d7eace4ae58d8392f17f879dee9c2f71e73,84000,Selectel SPb,selectel.com,spb selectel,['Ecommerce/Shopping']
358ceb8d5b4b9f37deebf13fa84d268252cc212a8dda3ebd8eff1ed863b5440f,32000,cloudflare,NOT_DC,cloudflare,['Streaming Video']
204655564ce9ab420840fb17a37e2d15e20eba1e1f4a0d641aa5e110d41e831f,98000,NOT_DC,NOT_DC,NOT_DC,['Educational Institutions']
e2b4cefc82b4414f39b08ce750ce0c8fe6b02f91aa59c87aba5457709131df19,77000,NOT_DC,NOT_DC,NOT_DC,['Pornography']
100787f76c5c663b2a24a4dd13d381ccb680aacdcfa088fdac6a103e11d0c6d1,80000,Amazon AWS,NOT_DC,amazon aws,['Educational Institutions']
c78bc7c7770ebd6e2a4d75748a49407dba2b1679cbe8764fa8d7a8ab223c5353,24000,cloudflare,NOT_DC,cloudflare,"['Nudity', 'Pornography', 'Advertisements']"
a7d5d3ac52c485e1f7059936b52dd8b95255845e9939517bba0b7c405dd550fb,15000,cloudflare,NOT_DC,cloudflare,['Software/Technology']
aaac5fe42930219b7eabdab54f86a48b176790e885d2de938e4d8e061dce8353,29000,Edgecast Inc.,edg.io,edg io,['Travel']
3bd80337672db91170766a6aa70efe984159358075eb676db0db600ad5656d81,1000,Microsoft Azure,NOT_DC,microsoft azure,['News/Media']
6ba5cc367d5458c8ec3158e3481fc2cd4a9c14358400e9bbda9d78064ceb6ba2,83000,NOT_DC,NOT_DC,NOT_DC,['Software/Technology']
3a90644062421b66602f2b15c32f64d0ec1836881ba4682c12bb46c02d1fc07b,13000,Amazon AWS,NOT_DC,amazon aws,['Infrastructure']
f7eb5832ae1972085fdb51b699c93e6dcc09f909666eb8bb3a528fa8c94e137b,22000,cloudflare,NOT_DC,cloudflare,['Financial Institutions']
144e21ed807669d8fc5f019cecc8fb77c3f7bd2f006f2a8f366f56c5b4b7f94e,32000,RADORE LIR,radore.com,radore lir,"['Pornography', 'Sexuality', 'Adult Themes', 'Nudity']"
0a343b840bcea6aaa893e588d496ec3a77cdcdd7c0ef383748a6b9c173ceb434,27000,Afranet,afranet.com,afranet,['Automotive']
580a2be3ef24a7d38c39378ec51acfe76a330c6a72d41cabf5bb2c589c835c92,42000,NOT_DC,NOT_DC,NOT_DC,['Government']
bc78f9fdb31e901ffc70cddd645e4bd342eb39472a31b05825ba0448286b00aa,96000,Sucuri,sucuri.net,sucuri,['Sports']
62a48da1e913304bb375f738b00737e81a06387298a7a55ce0c62432aa9cbba7,94000,Amazon AWS,NOT_DC,amazon aws,['Professional Networking']
a1d9a6879e7aaaeaae6510400152aaf431c9f4ae7e766f8a715a0b920c614059,12000,"Namecheap, Inc.",www.namecheap.com,namecheap,['Entertainment']
d1c8de86641eb114752f13065b86311e0cc97553498b0490243cc8c32d5eaa93,100000,Amazon AWS,NOT_DC,amazon aws,['Educational Institutions']
6949c79fa6028170ff4431e6bd5214827784de27507bfcdfe50e767711820519,4000,cloudflare,NOT_DC,cloudflare,['News/Media']
d6a1b21155f0829b5ceae0ef8b11d00134759b31f1e4980860d8f59c10a5332e,68000,NOT_DC,NOT_DC,NOT_DC,['Travel']
aff60c6b28081612aafd70d1edaeb79c753b0ef6df78802472c230c29aeeb3d8,69000,timeweb.net,NOT_DC,timeweb,['Forums/Message boards']
1b8586caa575cc964ce0731109f2735d36a79a3152b841fd030bc7c501412912,78000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Streaming Video']
f9014db9cdc4ee30dbd36d2976e783caa8f2b20f40bd126a4062c0c6f9e72a58,67000,AGARIK SAS,www.agarik.com,sas agarik,['Arts']
43ec8b7b36d170b81529e6a00b30b2aeb2f8fcc7e789bc6d71bc24d4d43fb730,29000,"InMotion Hosting, Inc.",www.inmotionhosting.com,inmotionhosting inmotion,['News/Media']
f710da1c585eb11347c6308a4bd3d010c507f12d6c2878f1305460630647813a,34000,github,NOT_DC,github,['Software/Technology']
1cbfb511d693aa98672d3acda5c5041249d74922ef8164494e6215902fe462f7,77000,"Aliyun Computing Co., LTD",eu.alibabacloud.com,co alibabacloud,['Unknown()']
0bfd91ca6f7b7389f5c56e306ea9e7e02a30410f04d9e8d1c512863d8726657f,38000,cloudflare,NOT_DC,cloudflare,['Unknown()']
a188e63bdcab00f5c4d967640858accf6bb05290824ee34c383e43c6e3542a74,6000,cloudflare,NOT_DC,cloudflare,"['Pornography', 'Nudity']"
590721640f76e3c26dbafae6effa33be93bf0fc89b0d63c6850d4ef98bf9e967,57000,NOT_DC,NOT_DC,NOT_DC,"['Adult Themes', 'Nudity', 'Pornography']"
dd7cdf7e2485212e1518852809cdf9b488a750de3acb669e89d5691ed08b4faf,90000,cloudflare,NOT_DC,cloudflare,['Health and Medicine']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,82000,,,,['Business Services']
8584880978be6a430800f659000c93722d8049dff2d2b65bc77e147d61b9b87a,4000,Amazon AWS,NOT_DC,amazon aws,['Software/Technology']
5781d228ac2f6221fc7ec8e71883a9d1d593ea0819419b9ad3d4a3ac47b1a09d,68000,DigitalOcean,NOT_DC,digitalocean,['Software/Technology']
494415cb2c5cd6aa0f2f3ac57c9255c8e9abb1c8c6063bedda7801d3d56baaa7,65000,NOT_DC,NOT_DC,NOT_DC,['Forums/Message boards']
87f08922adc71cfb95e638d779a52157c1fe9aa02679b5c776f9160e75295d5e,36000,Google LLC,www.google.com,google,['Search Engines']
c4c7cf8dcd7669df81e3f767ba35dd1a5b98f8d991d100089a17ebbf6a5c34f3,44000,cloudflare,NOT_DC,cloudflare,"['Pornography', 'Instant Messaging', 'Chat']"
7c6c16aac395f3b1f5a8402b716bda28497b56b49471a32992bb5777db53de8c,76000,Amazon AWS,NOT_DC,amazon aws,['Financial Institutions']
440251c70ef4ea0acb7d68ec947f0394081cafa801a44d108313792ef5e4d884,6000,Amazon AWS,NOT_DC,amazon aws,['Recipes and Food']
4401e98f36d875a465a99c8bb234f30a639823624e952134e92d5d5f529b8ee3,56000,cloudflare,NOT_DC,cloudflare,['Unknown()']
0077e27504dc2d1c338a2bdc81496d9e9d78169238b6b9e2198dd4924530a9be,49000,"State Data Center (SDC) , Bhopal",mpsedc.com,(sdc) state,['Government']
0a8182578757ce1fddae6a1f6108e212a2e468452235ecbaaf35dd658ee80f49,72000,NOT_DC,NOT_DC,NOT_DC,['Forums/Message boards']
